Year; Week; Age Group;A (H1);A (Unable to Subtype);A (H3);A (H1N1)pdm09;A (Subtyping not Performed);B (Victoria Lineage);B (Yamagata Lineage);B (Lineage Unspecified);H3N2v
2014;30;0-4 yr;0;0;10;0;0;0;0;2;0
2014;31;0-4 yr;0;0;12;0;0;0;0;0;0
2014;32;0-4 yr;0;0;5;0;0;0;0;0;1
2014;33;0-4 yr;0;0;4;0;0;0;0;0;0
2014;34;0-4 yr;0;0;4;0;0;0;0;1;0
2014;35;0-4 yr;0;0;9;1;0;0;0;3;0
2014;36;0-4 yr;0;0;5;1;1;0;0;2;0
2014;37;0-4 yr;0;0;4;1;0;0;0;4;0
2014;38;0-4 yr;0;0;9;1;0;0;0;0;0
2014;39;0-4 yr;0;0;11;0;0;0;0;1;0
2013;40;5-24 yr;0;0;3;25;0;0;0;4;0
2013;41;5-24 yr;0;0;3;23;1;0;0;4;0
2013;42;5-24 yr;0;0;4;17;0;0;0;3;0
2013;43;5-24 yr;0;0;2;16;0;0;0;0;0
2013;44;5-24 yr;0;0;5;31;1;0;0;7;0
2013;45;5-24 yr;0;0;7;50;0;0;0;2;0
2013;46;5-24 yr;0;0;3;69;0;0;0;0;0
2013;47;5-24 yr;0;0;2;121;0;0;0;4;0
2013;48;5-24 yr;0;0;12;95;1;0;0;5;0
2013;49;5-24 yr;0;0;13;198;1;0;0;3;0
2013;50;5-24 yr;0;0;25;340;2;0;0;5;0
2013;51;5-24 yr;0;0;9;396;8;0;0;3;0
2013;52;5-24 yr;0;0;5;432;3;0;0;2;0
2014;1;5-24 yr;0;0;12;378;4;0;0;5;0
2014;2;5-24 yr;0;0;15;513;5;0;0;5;0
2014;3;5-24 yr;0;0;35;615;4;0;0;9;0
2014;4;5-24 yr;0;0;29;577;5;0;0;14;0
2014;5;5-24 yr;0;0;19;384;10;0;0;22;0
2014;6;5-24 yr;0;0;32;277;3;0;0;22;0
2014;7;5-24 yr;0;0;29;192;2;0;0;41;0
2014;8;5-24 yr;0;0;19;143;1;0;0;23;0
2014;9;5-24 yr;0;0;18;134;4;0;0;43;0
2014;10;5-24 yr;0;0;25;68;4;0;0;40;0
2014;11;5-24 yr;0;0;28;72;1;0;0;43;0
2014;12;5-24 yr;0;0;27;28;4;0;0;69;0
2014;13;5-24 yr;0;0;44;23;1;0;0;66;0
2014;14;5-24 yr;0;0;52;25;0;0;0;59;0
2014;15;5-24 yr;0;0;33;7;1;0;0;68;0
